row_number,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,DistanceFromHome,RelationshipSatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,StockOptionLevel,TrainingTimesLastYear,JobLevel,Attrition,YearsAtCompany
504,Male,34,Married,Doctor,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2691,7660,1397,42,12,1,Very High,Medium,High,Very High,Good,Excellent,1,10,9,8,8,No,1,4,1,No,10
505,Female,45,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Frequently,4286,5630,306,100,14,26,Very High,Low,High,Low,Better,Excellent,2,5,1,0,0,No,2,4,2,Yes,1
506,Female,26,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2659,17759,991,71,13,6,High,High,High,Very High,Better,Excellent,1,3,2,0,2,Yes,1,2,1,No,3
507,Male,37,Married,Bachelor,Other,Research & Development,Manufacturing Director,Travel_Rarely,9434,9606,482,36,15,3,High,High,High,High,Better,Excellent,1,10,7,7,8,No,1,2,3,No,10
508,Female,29,Married,College,Medical,Sales,Sales Executive,Travel_Rarely,5561,3487,1176,62,14,3,Low,Medium,High,High,Good,Excellent,1,6,0,1,2,No,1,5,2,No,6
509,Male,35,Single,Master,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,6646,19368,1017,82,13,6,Medium,Medium,Low,Very High,Better,Excellent,1,17,11,11,8,No,0,3,2,No,17
510,Male,33,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,7725,5335,1296,30,23,6,High,High,High,Very High,Bad,Outstanding,3,15,11,4,7,No,1,2,2,No,13
511,Male,54,Married,Master,Medical,Human Resources,Human Resources,Travel_Rarely,10725,6729,397,88,15,19,High,High,High,Medium,Best,Excellent,2,16,7,7,1,No,1,1,3,No,9
512,Male,36,Divorced,College,Medical,Research & Development,Manufacturing Director,Travel_Rarely,8847,13934,913,48,11,9,High,Medium,Medium,Medium,Better,Excellent,2,13,2,0,2,Yes,1,2,2,No,3
513,Male,27,Single,Master,Medical,Research & Development,Research Scientist,Travel_Rarely,2045,15174,1115,54,13,3,Very High,Low,Medium,Very High,Better,Excellent,0,5,2,1,1,No,0,0,1,No,4
514,Male,20,Single,Below College,Medical,Research & Development,Research Scientist,Travel_Rarely,1009,26999,1362,32,11,10,Very High,Very High,High,High,Better,Excellent,1,1,0,1,1,Yes,0,5,1,Yes,1
515,Male,33,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,3348,3164,1076,70,11,3,Low,Low,High,Low,Better,Excellent,1,10,8,9,7,Yes,0,3,1,Yes,10
516,Male,35,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,1281,16900,727,41,18,3,High,High,Medium,High,Better,Excellent,1,1,0,0,0,No,2,3,1,No,1
517,Male,23,Married,Bachelor,Medical,Research & Development,Research Scientist,Travel_Rarely,2819,8544,885,58,16,4,Low,Low,Very High,Low,Best,Excellent,2,5,2,0,2,No,1,3,1,No,3
518,Male,25,Married,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,4851,15678,810,57,22,8,High,Very High,Very High,Medium,Better,Outstanding,0,4,2,1,2,No,1,4,2,No,3
519,Female,38,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,4028,7791,243,46,20,7,Low,Very High,Medium,Very High,Better,Outstanding,0,8,7,0,5,No,0,2,2,No,7
520,Male,29,Divorced,Master,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,2720,18959,806,76,18,1,Very High,Medium,Low,Very High,Better,Excellent,1,10,7,2,8,No,1,5,1,No,10
521,Male,48,Married,Below College,Marketing,Sales,Sales Executive,Travel_Rarely,8120,18597,817,56,12,2,Very High,Medium,Very High,Medium,Better,Excellent,3,12,2,2,2,No,0,3,2,No,2
522,Female,27,Divorced,Below College,Medical,Sales,Sales Executive,Travel_Frequently,4647,16673,1410,71,20,3,Medium,Very High,Very High,Very High,Better,Outstanding,1,6,5,0,4,Yes,2,3,2,No,6
523,Male,37,Single,College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,4680,15232,1225,80,17,10,Low,Very High,Very High,Very High,Better,Excellent,3,4,0,0,0,No,0,2,1,No,1
524,Male,50,Married,Below College,Medical,Research & Development,Laboratory Technician,Travel_Rarely,3221,3297,1207,74,11,28,High,Very High,Very High,High,Better,Excellent,1,20,8,3,8,Yes,3,3,1,No,20
525,Female,34,Single,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,8621,17654,1442,46,14,9,Medium,Very High,Medium,Medium,Best,Excellent,1,9,7,7,7,No,0,3,3,No,8
526,Female,24,Single,College,Life Sciences,Sales,Sales Executive,Travel_Rarely,4577,24785,693,65,14,3,Low,Low,High,High,Better,Excellent,9,4,2,2,0,No,0,3,2,Yes,2
527,Female,39,Single,Master,Technical Degree,Research & Development,Healthcare Representative,Travel_Rarely,4553,20978,408,80,11,2,Low,Very High,Medium,High,Better,Excellent,1,20,7,11,10,No,0,4,2,No,20
528,Male,32,Single,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,5396,21703,929,55,12,10,Very High,Very High,High,Very High,Good,Excellent,1,10,7,0,8,No,0,2,2,No,10
529,Male,50,Married,College,Technical Degree,Sales,Sales Executive,Travel_Frequently,6796,23452,562,50,14,8,Low,Medium,High,High,Better,Excellent,3,18,3,1,3,Yes,1,4,2,Yes,4
530,Female,38,Single,Master,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,7625,19383,827,33,13,1,High,Medium,Very High,Very High,Good,Excellent,0,10,7,1,8,No,0,4,2,No,9
531,Female,27,Married,College,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,7412,6009,608,68,11,1,Very High,High,High,Low,Better,Excellent,1,9,7,0,7,No,0,3,3,No,9
532,Female,32,Single,College,Life Sciences,Research & Development,Research Director,Travel_Rarely,11159,19373,1018,39,15,3,Very High,High,High,Very High,Better,Excellent,3,10,7,7,7,No,0,6,3,No,7
533,Male,47,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,4960,11825,703,42,12,14,Very High,Very High,High,Low,Better,Excellent,2,20,7,1,7,No,0,2,2,No,7
534,Male,40,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Frequently,10475,23772,580,48,21,5,High,Very High,Medium,Low,Better,Outstanding,5,20,13,1,12,Yes,1,2,3,No,18
535,Male,53,Married,Bachelor,Life Sciences,Research & Development,Research Director,Travel_Rarely,14814,13514,970,59,19,7,High,High,Very High,High,Better,Excellent,3,32,1,1,3,No,0,3,4,No,5
536,Male,41,Divorced,Master,Human Resources,Human Resources,Manager,Travel_Rarely,19141,8861,427,73,15,10,Medium,Medium,Medium,Very High,Good,Excellent,3,23,6,12,6,No,3,2,5,No,21
537,Male,60,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,5405,11924,1179,84,14,16,Very High,Low,High,Low,Better,Excellent,8,10,2,2,2,No,0,1,2,No,2
538,Male,27,Divorced,College,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,8793,4809,294,32,21,10,High,Very High,High,Low,Good,Outstanding,1,9,7,1,7,No,2,4,3,No,9
539,Male,41,Married,Bachelor,Human Resources,Human Resources,Manager,Travel_Rarely,19189,19562,314,59,12,1,Medium,Very High,Medium,High,Better,Excellent,1,22,7,2,10,No,1,3,5,No,22
540,Male,50,Married,Master,Marketing,Sales,Sales Representative,Travel_Rarely,3875,9983,316,54,15,8,Very High,Very High,High,Medium,Better,Excellent,7,4,2,2,2,No,1,2,1,No,2
541,Female,28,Single,College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2216,3872,654,67,13,1,Very High,Low,Low,Medium,Better,Excellent,7,10,7,3,7,Yes,0,4,1,Yes,7
542,Female,36,Married,Bachelor,Life Sciences,Research & Development,Research Director,Non-Travel,11713,20335,427,63,14,8,Low,Low,Very High,Low,Better,Excellent,9,10,7,0,5,No,1,2,3,No,8
543,Female,38,Single,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,7861,15397,168,81,14,1,Very High,High,High,High,Best,Excellent,4,10,0,0,0,Yes,0,4,3,No,1
544,Male,44,Single,Bachelor,Medical,Research & Development,Laboratory Technician,Non-Travel,3708,2104,381,49,14,24,High,Low,Low,High,Better,Excellent,2,9,2,1,4,No,0,5,1,No,5
545,Female,47,Divorced,Bachelor,Medical,Sales,Sales Executive,Travel_Frequently,13770,10225,217,49,12,3,Very High,Very High,High,High,Good,Excellent,9,28,2,11,13,Yes,2,2,4,No,22
546,Male,30,Divorced,Doctor,Marketing,Sales,Sales Executive,Travel_Rarely,5304,25275,501,99,23,27,Very High,High,High,Very High,Good,Outstanding,7,10,7,7,7,No,1,2,2,No,8
547,Male,29,Single,Bachelor,Life Sciences,Sales,Sales Representative,Travel_Rarely,2642,2755,1396,99,11,10,High,High,High,High,Better,Excellent,1,1,0,0,0,No,0,6,1,No,1
548,Male,42,Divorced,Bachelor,Medical,Research & Development,Research Scientist,Travel_Frequently,2759,20366,933,57,12,19,Very High,High,Very High,High,Better,Excellent,6,7,2,2,2,Yes,0,2,1,Yes,2
549,Male,43,Married,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Frequently,6804,23683,775,47,18,15,High,Very High,Medium,Very High,Better,Excellent,3,7,2,2,2,No,1,5,2,No,2
550,Female,34,Single,College,Medical,Research & Development,Healthcare Representative,Travel_Rarely,6142,7360,970,96,11,8,Very High,Medium,High,High,Better,Excellent,3,10,1,4,3,No,0,2,2,No,5
551,Male,23,Married,Below College,Medical,Research & Development,Laboratory Technician,Travel_Rarely,2500,4344,650,37,14,9,Very High,Medium,High,Low,Best,Excellent,1,5,3,0,2,No,1,2,1,No,4
552,Female,39,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,6389,18767,141,44,15,3,High,High,Very High,Medium,Bad,Excellent,9,12,3,3,6,No,1,3,2,No,8
553,Male,56,Married,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,11103,20420,832,81,11,9,High,High,High,Very High,Good,Excellent,7,30,7,1,1,No,0,1,4,No,10
554,Female,40,Single,Below College,Medical,Research & Development,Research Scientist,Travel_Rarely,2342,22929,804,86,20,2,Very High,Very High,Medium,Very High,Good,Outstanding,0,5,2,2,3,Yes,0,2,1,No,4
555,Female,27,Single,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,6811,23398,975,55,19,7,Low,Very High,Medium,Low,Bad,Excellent,8,9,6,0,7,No,0,2,2,No,7
556,Male,29,Divorced,Bachelor,Marketing,Sales,Sales Representative,Travel_Rarely,2297,17967,1090,83,14,10,Very High,Very High,High,Medium,Better,Excellent,1,2,2,2,2,No,2,2,1,No,2
557,Male,53,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2450,10919,346,86,17,6,Very High,Very High,High,Very High,Better,Excellent,2,19,2,2,2,No,0,4,2,No,2
558,Female,35,Divorced,Master,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,5093,4761,1225,61,11,2,Low,Very High,High,Low,Best,Excellent,2,16,0,0,0,No,1,2,2,No,1
559,Male,32,Married,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,5309,21146,430,80,15,24,Very High,Low,High,Very High,Better,Excellent,1,10,8,4,7,No,2,2,2,No,10
560,Male,38,Married,Doctor,Medical,Research & Development,Research Scientist,Travel_Rarely,3057,20471,268,92,13,2,Medium,Very High,High,High,Bad,Excellent,6,6,0,0,1,Yes,1,0,1,No,1
561,Female,34,Divorced,Doctor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,5121,4187,167,32,14,8,High,Medium,High,Low,Better,Excellent,3,7,0,0,0,No,1,3,2,No,0
562,Male,52,Married,Master,Marketing,Sales,Manager,Travel_Rarely,16856,10084,621,31,11,3,Low,High,Medium,Low,Best,Excellent,1,34,6,1,16,No,0,3,4,No,34
563,Male,33,Single,Master,Other,Research & Development,Research Scientist,Travel_Rarely,2686,5207,527,63,13,1,High,Very High,High,Very High,Good,Excellent,1,10,9,7,8,Yes,0,2,1,Yes,10
564,Female,25,Single,Below College,Medical,Sales,Sales Executive,Travel_Rarely,6180,22807,883,32,23,26,Medium,High,High,Very High,Good,Outstanding,1,6,5,1,4,No,0,5,2,No,6
565,Male,45,Single,College,Technical Degree,Sales,Sales Representative,Travel_Rarely,6632,12388,954,46,13,2,Low,Medium,Low,High,Better,Excellent,0,9,7,3,1,No,0,3,2,No,8
566,Male,23,Single,Below College,Medical,Research & Development,Research Scientist,Travel_Rarely,3505,19630,310,79,18,10,Very High,Low,Very High,High,Better,Excellent,1,2,2,0,2,No,0,3,1,No,2
567,Female,47,Single,College,Life Sciences,Sales,Sales Executive,Travel_Frequently,6397,10339,719,77,12,27,Very High,Medium,Very High,High,Better,Excellent,4,8,4,1,3,Yes,0,2,2,Yes,5
568,Male,34,Single,Bachelor,Other,Sales,Sales Executive,Travel_Rarely,6274,18686,304,60,22,2,High,Very High,High,Very High,Better,Outstanding,1,6,5,1,4,No,0,5,2,No,6
569,Male,55,Married,Bachelor,Medical,Research & Development,Manager,Travel_Rarely,19859,21199,725,78,13,2,Very High,Very High,High,Low,Better,Excellent,5,24,2,1,4,Yes,1,2,5,Yes,5
570,Male,36,Single,Master,Life Sciences,Sales,Sales Executive,Non-Travel,7587,14229,1434,76,15,8,Medium,Low,Medium,Low,Better,Excellent,1,10,7,0,9,No,0,1,3,No,10
571,Male,52,Married,Master,Medical,Research & Development,Research Scientist,Non-Travel,4258,26589,715,41,18,19,Low,Very High,High,Very High,Better,Excellent,0,5,3,1,2,No,1,3,1,No,4
572,Female,26,Divorced,College,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,4364,5288,575,71,14,1,Low,Low,Low,Very High,Better,Excellent,3,5,2,2,0,No,1,2,1,No,2
573,Female,29,Married,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,4335,25549,657,66,12,27,Low,Medium,High,High,Good,Excellent,4,11,7,1,1,No,1,3,2,No,8
574,Male,26,Single,Bachelor,Technical Degree,Sales,Sales Executive,Travel_Rarely,5326,3064,1146,38,17,8,High,Very High,Medium,Low,Good,Excellent,6,6,3,1,2,No,0,2,2,Yes,4
575,Female,34,Single,Master,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,3280,13551,182,72,16,1,High,Medium,Very High,Very High,Better,Excellent,2,10,2,1,3,No,0,2,1,No,4
576,Female,54,Divorced,Master,Medical,Research & Development,Manufacturing Director,Travel_Rarely,5485,22670,376,95,11,19,Medium,Very High,High,Low,Better,Excellent,9,9,3,1,4,Yes,2,4,2,No,5
577,Male,27,Married,Below College,Marketing,Sales,Sales Executive,Travel_Frequently,4342,24008,829,84,19,8,Medium,High,High,Very High,Better,Excellent,0,5,2,1,1,No,1,3,2,No,4
578,Female,37,Divorced,Below College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2782,19905,571,82,13,10,Medium,Very High,High,Low,Good,Excellent,0,6,3,4,3,Yes,2,3,1,No,5
579,Female,38,Single,Master,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,5980,26085,240,75,12,2,Very High,Low,Very High,Low,Better,Excellent,6,17,7,4,12,Yes,0,2,2,No,15
580,Female,34,Single,Master,Medical,Research & Development,Research Scientist,Travel_Rarely,4381,7530,121,86,11,2,High,High,Medium,Low,Better,Excellent,1,6,5,1,3,No,0,3,1,No,6
581,Female,35,Married,Master,Life Sciences,Sales,Sales Representative,Travel_Rarely,2572,20317,384,72,16,8,Medium,Low,High,Very High,Good,Excellent,1,3,2,0,2,No,1,1,1,No,3
582,Male,30,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,3833,24375,921,38,21,1,High,Very High,Low,High,Better,Outstanding,3,7,2,0,2,No,2,2,1,No,2
583,Female,40,Married,College,Medical,Research & Development,Healthcare Representative,Travel_Frequently,4244,9931,791,38,24,2,Very High,High,Very High,Medium,Better,Outstanding,1,8,7,3,7,No,1,2,2,No,8
584,Female,34,Married,College,Life Sciences,Sales,Sales Executive,Travel_Rarely,6500,13305,1111,93,17,8,Medium,High,High,Low,Better,Excellent,5,6,2,1,2,No,1,1,2,No,3
585,Male,42,Divorced,Bachelor,Life Sciences,Research & Development,Manager,Travel_Frequently,18430,16225,570,66,13,8,Medium,Medium,High,Very High,Good,Excellent,1,24,7,14,9,No,1,4,5,No,24
586,Male,23,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,1601,3445,1243,63,21,6,High,High,Very High,Low,Better,Outstanding,1,1,0,0,0,Yes,2,2,1,Yes,0
587,Male,24,Divorced,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,2694,26551,1092,60,11,9,High,High,Medium,Medium,Better,Excellent,1,1,0,0,0,No,3,4,1,No,1
588,Female,52,Married,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,3149,21821,1325,82,20,11,Medium,Very High,High,High,Better,Outstanding,8,9,2,1,4,No,1,3,2,No,5
589,Male,50,Married,Bachelor,Medical,Research & Development,Research Director,Travel_Rarely,17639,6881,691,64,16,2,Very High,High,High,High,Better,Excellent,5,30,3,0,3,No,0,3,4,No,4
590,Female,29,Married,College,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2319,6689,805,36,11,1,Very High,Medium,Medium,Low,Better,Excellent,1,1,0,0,0,Yes,1,1,1,Yes,1
591,Male,33,Married,Bachelor,Medical,Research & Development,Research Director,Travel_Rarely,11691,25995,213,49,11,7,Very High,High,High,High,Best,Excellent,0,14,9,3,7,No,0,3,3,No,13
592,Female,33,Single,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,5324,26507,118,69,15,16,High,Low,High,Low,Better,Excellent,5,6,2,0,2,No,0,3,2,Yes,3
593,Female,47,Married,College,Other,Research & Development,Manager,Travel_Rarely,16752,12982,202,33,11,2,High,High,High,Very High,Good,Excellent,1,26,14,3,0,Yes,1,3,4,No,26
594,Female,36,Married,Bachelor,Other,Research & Development,Manufacturing Director,Travel_Rarely,5228,23361,676,35,15,1,Low,High,High,Medium,Better,Excellent,0,10,7,0,5,No,1,2,2,No,9
595,Male,29,Married,College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2700,23779,1252,81,24,23,High,High,Very High,High,Better,Outstanding,1,10,7,0,7,No,1,3,1,No,10
596,Male,58,Single,Master,Life Sciences,Research & Development,Research Director,Travel_Rarely,19246,25761,286,31,12,2,Very High,Very High,High,Medium,Better,Excellent,7,40,15,13,8,Yes,0,2,5,Yes,31
597,Female,35,Single,Master,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2506,13301,1258,40,13,1,High,Very High,Very High,High,Better,Excellent,3,7,2,2,2,No,0,0,1,No,2
598,Female,42,Married,College,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,6062,4051,932,43,13,1,Very High,Very High,Medium,Very High,Better,Excellent,9,8,3,0,2,Yes,1,4,2,No,4
599,Male,28,Single,Master,Medical,Research & Development,Research Scientist,Travel_Rarely,4382,16374,890,46,17,2,Very High,High,High,High,Good,Excellent,6,5,2,2,1,No,0,3,1,Yes,2
600,Male,36,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2143,25527,1041,36,13,13,Medium,High,High,Medium,Better,Excellent,4,8,2,0,4,No,1,2,1,No,5
601,Female,32,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,6162,19124,859,98,12,4,High,High,Medium,High,Better,Excellent,1,14,13,6,8,No,1,3,2,No,14
602,Male,40,Single,Master,Medical,Research & Development,Laboratory Technician,Travel_Frequently,5094,11983,720,51,14,16,Very High,Low,Medium,High,Better,Excellent,6,10,0,0,0,No,0,6,2,No,1
603,Female,30,Single,Bachelor,Medical,Research & Development,Manufacturing Director,Travel_Rarely,6877,20234,946,52,24,2,Medium,High,Medium,Very High,Good,Outstanding,5,12,0,0,0,Yes,0,4,2,No,0
604,Female,45,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2274,6153,252,95,14,2,Very High,Medium,Medium,High,Better,Excellent,1,1,0,0,0,No,0,3,1,No,1
605,Male,42,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,4434,11806,933,98,13,29,Very High,Medium,High,Medium,Good,Excellent,1,10,8,7,8,No,1,3,2,No,9
606,Male,38,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,6288,4284,471,45,15,12,High,Low,Medium,Low,Good,Excellent,2,13,3,1,2,No,1,3,2,No,4
607,Female,34,Single,Master,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,2553,8306,702,100,16,16,High,High,Medium,Very High,Better,Excellent,1,6,2,1,3,No,0,3,1,No,5
608,Female,49,Married,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,7654,5860,1184,43,18,11,Low,High,High,Very High,Best,Excellent,1,9,8,7,7,No,2,3,3,Yes,9
609,Male,55,Single,Below College,Medical,Sales,Sales Executive,Travel_Rarely,5160,21519,436,37,16,2,High,High,High,Very High,Good,Excellent,4,12,7,7,3,No,0,3,2,Yes,9
610,Male,43,Married,College,Life Sciences,Research & Development,Research Director,Travel_Rarely,17159,5200,589,94,24,14,High,Medium,High,Low,Better,Outstanding,6,22,1,1,0,No,1,3,4,No,4
611,Male,27,Divorced,Below College,Technical Degree,Research & Development,Research Director,Travel_Rarely,12808,8842,269,42,16,5,Medium,High,Medium,Very High,Better,Excellent,1,9,8,0,8,Yes,1,3,3,No,9
